リポジトリ名,GitHub URL,名前A,ドメイン1,ドメイン2,ドメイン3,名前B,ドメイン1,ドメイン2,ドメイン3,Description,説明文
forcedotcom/wsc,https://github.com/forcedotcom/wsc,k-nishiura,Network,,,,,,,,
GluuFederation/oxAuth,https://github.com/GluuFederation/oxAuth,k-nishiura,Network,Security,,,,,,OAuth 2.0 server and client; OpenID Connect Provider (OP) & UMA Authorization Server (AS),OAuth 2.0サーバーとクライアント。 OpenID Connectプロバイダー（OP）およびUMA認証サーバー（AS）
google/data-transfer-project,https://github.com/google/data-transfer-project,k-nishiura,Network,,,,,,,The Data Transfer Project makes it easy for people to transfer their data between online service providers. We are establishing a common framework - including data models and protocols - to enable direct transfer of data both into and out of participating online service providers.,データ転送プロジェクトを使用すると、オンラインサービスプロバイダー間でデータを簡単に転送できます。参加しているオンラインサービスプロバイダーとの間でデータを直接転送できるようにするために、データモデルとプロトコルを含む共通のフレームワークを確立しています。
google/volley,https://github.com/google/volley,k-nishiura,Network,Android,,,,,,,
grpc/grpc-java,https://github.com/grpc/grpc-java,k-nishiura,Network,,,,,,,The Java gRPC implementation. HTTP/2 based RPC,Java gRPC実装。 HTTP / 2ベースのRPC
helyho/Voovan,https://github.com/helyho/Voovan,k-nishiura,Network,,,,,,,Voovan是高性能异步通信、HTTP服务器和客户端通信、动态编译支持、数据库操作帮助类等工具的框架,Voovanは、高性能なステップ通信、HTTPサービス、およびクライアント通信、状態編集サポート、データ操作を支援するツールなどのフレームワークです。
hierynomus/sshj,https://github.com/hierynomus/sshj,k-nishiura,Network,,,,,,,ssh - scp and sftp for java,ssh-javaのscpとsftp
i2p/i2p.i2p,https://github.com/i2p/i2p.i2p,k-nishiura,Network,,,,,,,I2P is an anonymizing network - offering a simple layer that identity-sensitive applications can use to securely communicate. All data is wrapped with several layers of encryption - and the network is both distributed and dynamic - with no trusted parties. This is a mirror of the official Monotone repository.,I2Pは匿名化ネットワークです。アイデンティティに敏感なアプリケーションが安全に通信するために使用できるシンプルなレイヤーを提供します。すべてのデータは複数の暗号化層でラップされ、ネットワークは分散され、動的であり、信頼できる当事者はいません。これは、公式のMonotoneリポジトリのミラーです。
igniterealtime/Openfire,https://github.com/igniterealtime/Openfire,t-shiotsu,Network,,,,,,,A XMPP server licensed under the Open Source Apache License.,オープンソースApacheライセンスの下でライセンスされたXMPPサーバー。
ippontech/tatami,https://github.com/ippontech/tatami,k-nishiura,Network,,,,,,,An Open Source enterprise social network,オープンソースのエンタープライズソーシャルネットワーク
jamesdbloom/mockserver,https://github.com/jamesdbloom/mockserver,k-nishiura,Network,Testing,,,,,,MockServer enables easy mocking of any system you integrate with via HTTP or HTTPS with clients written in Java - JavaScript and Ruby.  MockServer also includes a proxy that introspects all proxied traffic including encrypted SSL traffic and supports Port Forwarding - Web Proxying (i.e. HTTP proxy) - HTTPS Tunneling Proxying (using HTTP CONNECT) and SOCKS Proxying (i.e. dynamic port forwarding).,MockServerを使用すると、JavaまたはJavaScriptおよびRubyで記述されたクライアントを使用して、HTTPまたはHTTPSを介して統合するシステムを簡単にモックできます。 MockServerには、暗号化されたSSLトラフィックを含むすべてのプロキシされたトラフィックをイントロスペクトするプロキシも含まれ、ポート転送-Webプロキシ（つまりHTTPプロキシ）-HTTPSトンネリングプロキシ（HTTP CONNECTを使用）およびSOCKSプロキシ（つまり動的ポート転送）をサポートします。
javaserverfaces/mojarra,https://github.com/javaserverfaces/mojarra,k-nishiura,Network,Web,Development,,,,,Mojarra - Oracle's implementation of the JavaServer Faces specification,Mojarra-JavaServer Faces仕様のOracleの実装
jcabi/jcabi-http,https://github.com/jcabi/jcabi-http,k-nishiura,Network,,,,,,,Fluent Java HTTP client,流entなJava HTTPクライアント
jhalterman/lyra,https://github.com/jhalterman/lyra,k-nishiura,Network,Middleware,,,,,,High availability RabbitMQ client,高可用性RabbitMQクライアント
jhipster/jhipster,https://github.com/jhipster/jhipster,k-nishiura,Network,Development,,,,,,JHipster BOM and server-side library,JHipster BOMおよびサーバー側ライブラリ
jitsi/ice4j,https://github.com/jitsi/ice4j,k-nishiura,Network,,,,,,,A Java implementation of the ICE protocol,ICEプロトコルのJava実装
jrtom/jung,https://github.com/jrtom/jung,k-nishiura,Network,Data,,,,,,JUNG: Java Universal Network/Graph Framework,JUNG：Javaユニバーサルネットワーク/グラフフレームワーク
jzyong/game-server,https://github.com/jzyong/game-server,k-nishiura,Network,Distribution,Game,,,,,Distributed Java game server - including cluster management server - gateway server - hall server - game logic server - background monitoring server and a running web version of fishing. State machine - behavior tree - A* pathfinding - navigation mesh and other AI tools,分散Javaゲームサーバー-クラスター管理サーバーを含む-ゲートウェイサーバー-ホールサーバー-ゲームロジックサーバー-バックグラウンドモニタリングサーバーおよび実行中のWebバージョンの釣り。ステートマシン-ビヘイビアツリー-A *パスファインディング-ナビゲーションメッシュおよびその他のAIツール
k9mail/k-9,https://github.com/k9mail/k-9,k-nishiura,Network,Android,,,,,,K-9 Mail – An Email app for Android,K-9 Mail – Android向けメールアプリ
kaazing/gateway,https://github.com/kaazing/gateway,k-nishiura,Network,,,,,,,Kaazing Gateway,Kaazing Gateway
kaitoy/pcap4j,https://github.com/kaitoy/pcap4j,k-nishiura,Network,,,,,,,A Java library for capturing - crafting - and sending packets.,パケットをキャプチャ-作成-および送信するためのJavaライブラリ。
Kong/unirest-java,https://github.com/Kong/unirest-java,k-nishiura,Network,,,,,,,Unirest in Java: Simplified - lightweight HTTP client library.,Unirest in Java：Simplified-軽量のHTTPクライアントライブラリ。
koush/AndroidAsync,https://github.com/koush/AndroidAsync,k-nishiura,Network,,,,,,,Asynchronous socket - http(s) (client+server) and websocket library for android. Based on nio - not threads.,非同期ソケット-http（s）（クライアント+サーバー）およびAndroid用のwebsocketライブラリ。スレッドではなく、nioに基づいています。
Kurento/kurento-java,https://github.com/Kurento/kurento-java,k-nishiura,Network,Multimedia,,,,,,API Java SDK for Kurento Media Server,Kurento Media Server用のAPI Java SDK
lcm-proj/lcm,https://github.com/lcm-proj/lcm,k-nishiura,Network,,,,,,,Lightweight Communications and Marshalling,軽量通信とマーシャリング
line/armeria,https://github.com/line/armeria,k-nishiura,Network,,,,,,,Asynchronous RPC/REST library built on top of Java 8 - Netty - HTTP/2 - Thrift and gRPC,Java 8の上に構築された非同期RPC / RESTライブラリ-Netty-HTTP / 2-ThriftおよびgRPC
line/centraldogma,https://github.com/line/centraldogma,k-nishiura,Network,Web,,,,,,Highly-available version-controlled service configuration repository based on Git - ZooKeeper and HTTP/2,Git-ZooKeeperおよびHTTP / 2に基づく高可用性バージョン管理サービス構成リポジトリー
linkedin/camus,https://github.com/linkedin/camus,k-nishiura,Network,,,,,,,LinkedIn's previous generation Kafka to HDFS pipeline.,LinkedInの前世代のKafkaからHDFSへのパイプライン。
LMAX-Exchange/disruptor,https://github.com/LMAX-Exchange/disruptor,k-nishiura,Network,,,,,,,High Performance Inter-Thread Messaging Library,高性能スレッド間メッセージングライブラリ
marcosbarbero/spring-cloud-zuul-ratelimit,https://github.com/marcosbarbero/spring-cloud-zuul-ratelimit,k-nishiura,Network,,,,,,,Rate limit auto-configure for Spring Cloud Netflix Zuul,Spring Cloud Netflix Zuulのレート制限自動設定
matsim-org/matsim,https://github.com/matsim-org/matsim,k-nishiura,Network,,,,,,,Multi-Agent Transport Simulation,マルチエージェントトランスポートシミュレーション
mitreid-connect/OpenID-Connect-Java-Spring-Server,https://github.com/mitreid-connect/OpenID-Connect-Java-Spring-Server,k-nishiura,Network,,,,,,,An OpenID Connect reference implementation in Java on the Spring platform.,Springプラットフォーム上のJavaでのOpenID Connectリファレンス実装。
moquette-io/moquette,https://github.com/moquette-io/moquette,k-nishiura,Network,,,,,,,Java MQTT lightweight broker,Java MQTT軽量ブローカー
mslosarz/nextrtc-signaling-server,https://github.com/mslosarz/nextrtc-signaling-server,k-nishiura,Network,,,,,,,NextRTC is simple WebRTC signaling server written in java. It provides signal exchange and easy to integrate API,NextRTCは、javaで書かれたシンプルなWebRTCシグナルサーバーです。信号交換と統合が容易なAPIを提供します
NanoHttpd/nanohttpd,https://github.com/NanoHttpd/nanohttpd,k-nishiura,Network,,,,,,,Tiny - easily embeddable HTTP server in Java.,小さな-Javaで簡単に埋め込み可能なHTTPサーバー。
neoremind/navi-pbrpc,https://github.com/neoremind/navi-pbrpc,k-nishiura,Network,,,,,,,A protobuf based high performance rpc framework leveraging full-duplexing and asynchronous io with netty,nettyを使用した全二重および非同期ioを活用したprotobufベースの高性能rpcフレームワーク
Netflix/concurrency-limits,https://github.com/Netflix/concurrency-limits,k-nishiura,Network,,,,,,,,
Netflix/denominator,https://github.com/Netflix/denominator,k-nishiura,Network,Distribution,,,,,,Portably control DNS clouds using java or bash,Javaまたはbashを使用してDNSクラウドを移植可能に制御する
Netflix/eureka,https://github.com/Netflix/eureka,k-nishiura,Network,Distribution,,,,,,AWS Service registry for resilient mid-tier load balancing and failover.,復元力のある中間層の負荷分散とフェールオーバーのためのAWSサービスレジストリ。
Netflix/Hystrix,https://github.com/Netflix/Hystrix,k-nishiura,Network,Distribution,,,,,,Hystrix is a latency and fault tolerance library designed to isolate points of access to remote systems - services and 3rd party libraries - stop cascading failure and enable resilience in complex distributed systems where failure is inevitable.,Hystrixは、リモートシステムへのアクセスポイント（サービスおよびサードパーティライブラリ）を分離するように設計されたレイテンシおよびフォールトトレランスライブラリであり、カスケード障害を停止し、障害が避けられない複雑な分散システムでの復元を可能にします。
Netflix/photon,https://github.com/Netflix/photon,k-nishiura,Network,Game,,,,,,Photon is a Java implementation of the Interoperable Master Format (IMF) standard. IMF is a SMPTE standard whose core constraints are defined in the specification st2067-2:2013,Photonは、Interoperable Master Format（IMF）標準のJava実装です。 IMFはSMPTE標準であり、そのコア制約は仕様st2067-2：2013で定義されています
netty/netty,https://github.com/netty/netty,k-nishiura,Network,,,s-kokuryo,Network,,,Netty project - an event-driven asynchronous network application framework,Nettyプロジェクト-イベント駆動型の非同期ネットワークアプリケーションフレームワーク
Norconex/collector-http,https://github.com/Norconex/collector-http,k-nishiura,Network,Data,,,,,,Norconex HTTP Collector is a flexible web crawler for collecting - parsing - and manipulating data from the Internet (or Intranet) to various data repositories such as search engines.,Norconex HTTP Collectorは、インターネット（またはイントラネット）から検索エンジンなどのさまざまなデータリポジトリにデータを収集（解析）および操作するための柔軟なWebクローラーです。
